timestamp,id,pack_voltage,avg_soc,max_temp,v0,soc0,t0,v1,soc1,t1,v2,soc2,t2,v3,soc3,t3
2025-11-22T22:15:52.956192,0x100,7.812,0.859,25.12,3.906,0.859,25.12,3.906,0.859,25.12,3.906,0.859,25.12,3.906,0.859,25.12
2025-11-22T22:15:52.956192,0x100,7.808,0.857,25.12,3.904,0.857,25.12,3.904,0.857,25.12,3.904,0.857,25.12,3.904,0.857,25.12
2025-11-22T22:15:52.958198,0x100,7.805,0.856,25.12,3.902,0.856,25.12,3.902,0.856,25.12,3.902,0.856,25.12,3.902,0.856,25.12
2025-11-22T22:15:52.958198,0x100,7.802,0.855,25.12,3.901,0.855,25.12,3.901,0.855,25.12,3.901,0.855,25.12,3.901,0.855,25.12
2025-11-22T22:15:52.958198,0x100,7.798,0.853,25.13,3.899,0.853,25.13,3.899,0.853,25.13,3.899,0.853,25.13,3.899,0.853,25.13
2025-11-22T22:15:52.958198,0x100,7.795,0.852,25.13,3.897,0.852,25.13,3.897,0.852,25.13,3.897,0.852,25.13,3.897,0.852,25.13
2025-11-22T22:15:52.958198,0x100,7.792,0.85,25.13,3.896,0.85,25.13,3.896,0.85,25.13,3.896,0.85,25.13,3.896,0.85,25.13
2025-11-22T22:15:52.958198,0x100,7.788,0.849,25.13,3.894,0.849,25.13,3.894,0.849,25.13,3.894,0.849,25.13,3.894,0.849,25.13
2025-11-22T22:15:52.958198,0x100,7.785,0.848,25.13,3.892,0.848,25.13,3.892,0.848,25.13,3.892,0.848,25.13,3.892,0.848,25.13
2025-11-22T22:15:52.958198,0x100,7.782,0.846,25.13,3.891,0.846,25.13,3.891,0.846,25.13,3.891,0.846,25.13,3.891,0.846,25.13
2025-11-22T22:15:52.960204,0x100,7.778,0.845,25.13,3.889,0.845,25.13,3.889,0.845,25.13,3.889,0.845,25.13,3.889,0.845,25.13
2025-11-22T22:15:52.960204,0x100,7.775,0.843,25.13,3.887,0.843,25.13,3.887,0.843,25.13,3.887,0.843,25.13,3.887,0.843,25.13
2025-11-22T22:15:52.960204,0x100,7.772,0.842,25.14,3.886,0.842,25.14,3.886,0.842,25.14,3.886,0.842,25.14,3.886,0.842,25.14
2025-11-22T22:15:52.960204,0x100,7.768,0.841,25.14,3.884,0.841,25.14,3.884,0.841,25.14,3.884,0.841,25.14,3.884,0.841,25.14
2025-11-22T22:15:52.960204,0x100,7.765,0.839,25.14,3.882,0.839,25.14,3.882,0.839,25.14,3.882,0.839,25.14,3.882,0.839,25.14
2025-11-22T22:15:52.960204,0x100,7.762,0.838,25.14,3.881,0.838,25.14,3.881,0.838,25.14,3.881,0.838,25.14,3.881,0.838,25.14
2025-11-22T22:15:52.960204,0x100,7.758,0.836,25.14,3.879,0.836,25.14,3.879,0.836,25.14,3.879,0.836,25.14,3.879,0.836,25.14
2025-11-22T22:15:52.960204,0x100,7.755,0.835,25.14,3.877,0.835,25.14,3.877,0.835,25.14,3.877,0.835,25.14,3.877,0.835,25.14
2025-11-22T22:15:52.962210,0x100,7.752,0.834,25.14,3.876,0.834,25.14,3.876,0.834,25.14,3.876,0.834,25.14,3.876,0.834,25.14
2025-11-22T22:15:52.962210,0x100,7.748,0.832,25.14,3.874,0.832,25.14,3.874,0.832,25.14,3.874,0.832,25.14,3.874,0.832,25.14
2025-11-22T22:15:52.962210,0x100,7.745,0.831,25.14,3.872,0.831,25.14,3.872,0.831,25.14,3.872,0.831,25.14,3.872,0.831,25.14
2025-11-22T22:15:52.962210,0x100,7.742,0.83,25.14,3.871,0.83,25.14,3.871,0.83,25.14,3.871,0.83,25.14,3.871,0.83,25.14
2025-11-22T22:15:52.962210,0x100,7.738,0.828,25.14,3.869,0.828,25.14,3.869,0.828,25.14,3.869,0.828,25.14,3.869,0.828,25.14
2025-11-22T22:15:52.962210,0x100,7.735,0.827,25.14,3.867,0.827,25.14,3.867,0.827,25.14,3.867,0.827,25.14,3.867,0.827,25.14
2025-11-22T22:15:52.962210,0x100,7.732,0.825,25.14,3.866,0.825,25.14,3.866,0.825,25.14,3.866,0.825,25.14,3.866,0.825,25.14
2025-11-22T22:15:52.962210,0x100,7.728,0.824,25.15,3.864,0.824,25.15,3.864,0.824,25.15,3.864,0.824,25.15,3.864,0.824,25.15
2025-11-22T22:15:52.963956,0x100,7.725,0.823,25.15,3.862,0.823,25.15,3.862,0.823,25.15,3.862,0.823,25.15,3.862,0.823,25.15
2025-11-22T22:15:52.963956,0x100,7.722,0.821,25.15,3.861,0.821,25.15,3.861,0.821,25.15,3.861,0.821,25.15,3.861,0.821,25.15
2025-11-22T22:15:52.963956,0x100,7.718,0.82,25.15,3.859,0.82,25.15,3.859,0.82,25.15,3.859,0.82,25.15,3.859,0.82,25.15
2025-11-22T22:15:52.963956,0x100,7.715,0.818,25.15,3.857,0.818,25.15,3.857,0.818,25.15,3.857,0.818,25.15,3.857,0.818,25.15
2025-11-22T22:15:52.963956,0x100,7.712,0.817,25.15,3.856,0.817,25.15,3.856,0.817,25.15,3.856,0.817,25.15,3.856,0.817,25.15
2025-11-22T22:15:52.963956,0x100,7.708,0.816,25.15,3.854,0.816,25.15,3.854,0.816,25.15,3.854,0.816,25.15,3.854,0.816,25.15
2025-11-22T22:15:52.963956,0x100,7.355,0.811,25.16,3.677,0.811,25.16,3.677,0.811,25.16,3.677,0.811,25.16,3.677,0.811,25.16
2025-11-22T22:15:52.963956,0x100,7.34,0.808,25.19,3.67,0.808,25.19,3.67,0.808,25.19,3.67,0.808,25.19,3.67,0.808,25.19
2025-11-22T22:15:52.963956,0x100,7.332,0.804,25.23,3.666,0.804,25.23,3.666,0.804,25.23,3.666,0.804,25.23,3.666,0.804,25.23
2025-11-22T22:15:52.963956,0x100,7.324,0.801,25.26,3.662,0.801,25.26,3.662,0.801,25.26,3.662,0.801,25.26,3.662,0.801,25.26
2025-11-22T22:15:52.963956,0x100,7.316,0.798,25.29,3.658,0.798,25.29,3.658,0.798,25.29,3.658,0.798,25.29,3.658,0.798,25.29
2025-11-22T22:15:52.963956,0x100,7.308,0.794,25.32,3.654,0.794,25.32,3.654,0.794,25.32,3.654,0.794,25.32,3.654,0.794,25.32
2025-11-22T22:15:52.963956,0x100,7.3,0.791,25.35,3.65,0.791,25.35,3.65,0.791,25.35,3.65,0.791,25.35,3.65,0.791,25.35
2025-11-22T22:15:52.963956,0x100,7.292,0.788,25.38,3.646,0.788,25.38,3.646,0.788,25.38,3.646,0.788,25.38,3.646,0.788,25.38
2025-11-22T22:15:52.963956,0x100,7.284,0.784,25.4,3.642,0.784,25.4,3.642,0.784,25.4,3.642,0.784,25.4,3.642,0.784,25.4
2025-11-22T22:15:52.963956,0x100,7.276,0.781,25.43,3.638,0.781,25.43,3.638,0.781,25.43,3.638,0.781,25.43,3.638,0.781,25.43
2025-11-22T22:15:52.963956,0x100,7.268,0.778,25.45,3.634,0.778,25.45,3.634,0.778,25.45,3.634,0.778,25.45,3.634,0.778,25.45
2025-11-22T22:15:52.963956,0x100,7.26,0.774,25.47,3.63,0.774,25.47,3.63,0.774,25.47,3.63,0.774,25.47,3.63,0.774,25.47
2025-11-22T22:15:52.963956,0x100,7.252,0.771,25.49,3.626,0.771,25.49,3.626,0.771,25.49,3.626,0.771,25.49,3.626,0.771,25.49
2025-11-22T22:15:52.963956,0x100,7.244,0.768,25.51,3.622,0.768,25.51,3.622,0.768,25.51,3.622,0.768,25.51,3.622,0.768,25.51
2025-11-22T22:15:52.963956,0x100,7.236,0.764,25.53,3.618,0.764,25.53,3.618,0.764,25.53,3.618,0.764,25.53,3.618,0.764,25.53
2025-11-22T22:15:52.963956,0x100,7.228,0.761,25.55,3.614,0.761,25.55,3.614,0.761,25.55,3.614,0.761,25.55,3.614,0.761,25.55
2025-11-22T22:15:52.963956,0x100,7.22,0.758,25.57,3.61,0.758,25.57,3.61,0.758,25.57,3.61,0.758,25.57,3.61,0.758,25.57
2025-11-22T22:15:52.963956,0x100,7.212,0.754,25.58,3.606,0.754,25.58,3.606,0.754,25.58,3.606,0.754,25.58,3.606,0.754,25.58
2025-11-22T22:15:52.963956,0x100,7.204,0.751,25.6,3.602,0.751,25.6,3.602,0.751,25.6,3.602,0.751,25.6,3.602,0.751,25.6
2025-11-22T22:15:52.963956,0x100,7.196,0.748,25.61,3.598,0.748,25.61,3.598,0.748,25.61,3.598,0.748,25.61,3.598,0.748,25.61
2025-11-22T22:15:52.963956,0x100,7.788,0.75,25.62,3.894,0.75,25.62,3.894,0.75,25.62,3.894,0.75,25.62,3.894,0.75,25.62
2025-11-22T22:15:52.963956,0x100,7.8,0.75,25.59,3.9,0.75,25.59,3.9,0.75,25.59,3.9,0.75,25.59,3.9,0.75,25.59
2025-11-22T22:15:52.963956,0x100,7.8,0.75,25.56,3.9,0.75,25.56,3.9,0.75,25.56,3.9,0.75,25.56,3.9,0.75,25.56
2025-11-22T22:15:52.963956,0x100,7.8,0.75,25.53,3.9,0.75,25.53,3.9,0.75,25.53,3.9,0.75,25.53,3.9,0.75,25.53
2025-11-22T22:15:52.963956,0x100,7.8,0.75,25.51,3.9,0.75,25.51,3.9,0.75,25.51,3.9,0.75,25.51,3.9,0.75,25.51
2025-11-22T22:15:52.963956,0x100,7.8,0.75,25.48,3.9,0.75,25.48,3.9,0.75,25.48,3.9,0.75,25.48,3.9,0.75,25.48
2025-11-22T22:15:52.963956,0x100,7.8,0.75,25.46,3.9,0.75,25.46,3.9,0.75,25.46,3.9,0.75,25.46,3.9,0.75,25.46
2025-11-22T22:15:52.963956,0x100,7.8,0.75,25.44,3.9,0.75,25.44,3.9,0.75,25.44,3.9,0.75,25.44,3.9,0.75,25.44
2025-11-22T22:15:52.963956,0x100,7.8,0.75,25.41,3.9,0.75,25.41,3.9,0.75,25.41,3.9,0.75,25.41,3.9,0.75,25.41
2025-11-22T22:15:52.963956,0x100,7.8,0.75,25.39,3.9,0.75,25.39,3.9,0.75,25.39,3.9,0.75,25.39,3.9,0.75,25.39
2025-11-22T22:15:52.963956,0x100,7.8,0.75,25.37,3.9,0.75,25.37,3.9,0.75,25.37,3.9,0.75,25.37,3.9,0.75,25.37
2025-11-22T22:15:52.963956,0x100,7.8,0.75,25.36,3.9,0.75,25.36,3.9,0.75,25.36,3.9,0.75,25.36,3.9,0.75,25.36
2025-11-22T22:15:52.963956,0x100,7.8,0.75,25.34,3.9,0.75,25.34,3.9,0.75,25.34,3.9,0.75,25.34,3.9,0.75,25.34
2025-11-22T22:15:52.963956,0x100,7.8,0.75,25.32,3.9,0.75,25.32,3.9,0.75,25.32,3.9,0.75,25.32,3.9,0.75,25.32
2025-11-22T22:15:52.963956,0x100,7.8,0.75,25.31,3.9,0.75,25.31,3.9,0.75,25.31,3.9,0.75,25.31,3.9,0.75,25.31
2025-11-22T22:15:52.963956,0x100,7.8,0.75,25.29,3.9,0.75,25.29,3.9,0.75,25.29,3.9,0.75,25.29,3.9,0.75,25.29
2025-11-22T22:15:52.963956,0x100,7.8,0.75,25.28,3.9,0.75,25.28,3.9,0.75,25.28,3.9,0.75,25.28,3.9,0.75,25.28
2025-11-22T22:15:52.963956,0x100,7.8,0.75,25.26,3.9,0.75,25.26,3.9,0.75,25.26,3.9,0.75,25.26,3.9,0.75,25.26
2025-11-22T22:15:52.963956,0x100,7.8,0.75,25.25,3.9,0.75,25.25,3.9,0.75,25.25,3.9,0.75,25.25,3.9,0.75,25.25
2025-11-22T22:15:52.963956,0x100,7.8,0.75,25.24,3.9,0.75,25.24,3.9,0.75,25.24,3.9,0.75,25.24,3.9,0.75,25.24
