timestamp,id,pack_voltage,avg_soc,max_temp,v0,soc0,t0,v1,soc1,t1,v2,soc2,t2,v3,soc3,t3
2025-11-22T22:15:52.932345,0x100,8.16,0.9,25.0,4.08,0.9,25.0,4.08,0.9,25.0,4.08,0.9,25.0,4.08,0.9,25.0
2025-11-22T22:15:52.932345,0x100,8.16,0.9,25.0,4.08,0.9,25.0,4.08,0.9,25.0,4.08,0.9,25.0,4.08,0.9,25.0
2025-11-22T22:15:52.934362,0x100,8.16,0.9,25.0,4.08,0.9,25.0,4.08,0.9,25.0,4.08,0.9,25.0,4.08,0.9,25.0
2025-11-22T22:15:52.934362,0x100,8.16,0.9,25.0,4.08,0.9,25.0,4.08,0.9,25.0,4.08,0.9,25.0,4.08,0.9,25.0
2025-11-22T22:15:52.934362,0x100,8.16,0.9,25.0,4.08,0.9,25.0,4.08,0.9,25.0,4.08,0.9,25.0,4.08,0.9,25.0
2025-11-22T22:15:52.936377,0x100,8.16,0.9,25.0,4.08,0.9,25.0,4.08,0.9,25.0,4.08,0.9,25.0,4.08,0.9,25.0
2025-11-22T22:15:52.936377,0x100,8.16,0.9,25.0,4.08,0.9,25.0,4.08,0.9,25.0,4.08,0.9,25.0,4.08,0.9,25.0
2025-11-22T22:15:52.938344,0x100,8.16,0.9,25.0,4.08,0.9,25.0,4.08,0.9,25.0,4.08,0.9,25.0,4.08,0.9,25.0
2025-11-22T22:15:52.938344,0x100,8.16,0.9,25.0,4.08,0.9,25.0,4.08,0.9,25.0,4.08,0.9,25.0,4.08,0.9,25.0
2025-11-22T22:15:52.938344,0x100,8.16,0.9,25.0,4.08,0.9,25.0,4.08,0.9,25.0,4.08,0.9,25.0,4.08,0.9,25.0
2025-11-22T22:15:52.940358,0x100,8.16,0.9,25.0,4.08,0.9,25.0,4.08,0.9,25.0,4.08,0.9,25.0,4.08,0.9,25.0
2025-11-22T22:15:52.940358,0x100,8.16,0.9,25.0,4.08,0.9,25.0,4.08,0.9,25.0,4.08,0.9,25.0,4.08,0.9,25.0
2025-11-22T22:15:52.940358,0x100,8.16,0.9,25.0,4.08,0.9,25.0,4.08,0.9,25.0,4.08,0.9,25.0,4.08,0.9,25.0
2025-11-22T22:15:52.940358,0x100,8.16,0.9,25.0,4.08,0.9,25.0,4.08,0.9,25.0,4.08,0.9,25.0,4.08,0.9,25.0
2025-11-22T22:15:52.942371,0x100,8.16,0.9,25.0,4.08,0.9,25.0,4.08,0.9,25.0,4.08,0.9,25.0,4.08,0.9,25.0
2025-11-22T22:15:52.942371,0x100,8.16,0.9,25.0,4.08,0.9,25.0,4.08,0.9,25.0,4.08,0.9,25.0,4.08,0.9,25.0
2025-11-22T22:15:52.942371,0x100,8.16,0.9,25.0,4.08,0.9,25.0,4.08,0.9,25.0,4.08,0.9,25.0,4.08,0.9,25.0
2025-11-22T22:15:52.944384,0x100,8.16,0.9,25.0,4.08,0.9,25.0,4.08,0.9,25.0,4.08,0.9,25.0,4.08,0.9,25.0
2025-11-22T22:15:52.944384,0x100,8.16,0.9,25.0,4.08,0.9,25.0,4.08,0.9,25.0,4.08,0.9,25.0,4.08,0.9,25.0
2025-11-22T22:15:52.944384,0x100,8.16,0.9,25.0,4.08,0.9,25.0,4.08,0.9,25.0,4.08,0.9,25.0,4.08,0.9,25.0
2025-11-22T22:15:52.944384,0x100,7.91,0.898,25.0,3.955,0.898,25.0,3.955,0.898,25.0,3.955,0.898,25.0,3.955,0.898,25.0
2025-11-22T22:15:52.946397,0x100,7.902,0.896,25.01,3.951,0.896,25.01,3.951,0.896,25.01,3.951,0.896,25.01,3.951,0.896,25.01
2025-11-22T22:15:52.946397,0x100,7.898,0.895,25.02,3.949,0.895,25.02,3.949,0.895,25.02,3.949,0.895,25.02,3.949,0.895,25.02
2025-11-22T22:15:52.946397,0x100,7.895,0.893,25.02,3.947,0.893,25.02,3.947,0.893,25.02,3.947,0.893,25.02,3.947,0.893,25.02
2025-11-22T22:15:52.948153,0x100,7.892,0.892,25.03,3.946,0.892,25.03,3.946,0.892,25.03,3.946,0.892,25.03,3.946,0.892,25.03
2025-11-22T22:15:52.948153,0x100,7.888,0.891,25.04,3.944,0.891,25.04,3.944,0.891,25.04,3.944,0.891,25.04,3.944,0.891,25.04
2025-11-22T22:15:52.948153,0x100,7.885,0.889,25.04,3.942,0.889,25.04,3.942,0.889,25.04,3.942,0.889,25.04,3.942,0.889,25.04
2025-11-22T22:15:52.948153,0x100,7.882,0.888,25.05,3.941,0.888,25.05,3.941,0.888,25.05,3.941,0.888,25.05,3.941,0.888,25.05
2025-11-22T22:15:52.950166,0x100,7.878,0.886,25.05,3.939,0.886,25.05,3.939,0.886,25.05,3.939,0.886,25.05,3.939,0.886,25.05
2025-11-22T22:15:52.950166,0x100,7.875,0.885,25.06,3.937,0.885,25.06,3.937,0.885,25.06,3.937,0.885,25.06,3.937,0.885,25.06
2025-11-22T22:15:52.950166,0x100,7.872,0.884,25.06,3.936,0.884,25.06,3.936,0.884,25.06,3.936,0.884,25.06,3.936,0.884,25.06
2025-11-22T22:15:52.950166,0x100,7.868,0.882,25.07,3.934,0.882,25.07,3.934,0.882,25.07,3.934,0.882,25.07,3.934,0.882,25.07
2025-11-22T22:15:52.952176,0x100,7.865,0.881,25.07,3.932,0.881,25.07,3.932,0.881,25.07,3.932,0.881,25.07,3.932,0.881,25.07
2025-11-22T22:15:52.952176,0x100,7.862,0.88,25.08,3.931,0.88,25.08,3.931,0.88,25.08,3.931,0.88,25.08,3.931,0.88,25.08
2025-11-22T22:15:52.952176,0x100,7.858,0.878,25.08,3.929,0.878,25.08,3.929,0.878,25.08,3.929,0.878,25.08,3.929,0.878,25.08
2025-11-22T22:15:52.952176,0x100,7.855,0.877,25.08,3.927,0.877,25.08,3.927,0.877,25.08,3.927,0.877,25.08,3.927,0.877,25.08
2025-11-22T22:15:52.952176,0x100,7.852,0.875,25.09,3.926,0.875,25.09,3.926,0.875,25.09,3.926,0.875,25.09,3.926,0.875,25.09
2025-11-22T22:15:52.954184,0x100,7.848,0.874,25.09,3.924,0.874,25.09,3.924,0.874,25.09,3.924,0.874,25.09,3.924,0.874,25.09
2025-11-22T22:15:52.954184,0x100,7.845,0.873,25.09,3.922,0.873,25.09,3.922,0.873,25.09,3.922,0.873,25.09,3.922,0.873,25.09
2025-11-22T22:15:52.954184,0x100,7.842,0.871,25.1,3.921,0.871,25.1,3.921,0.871,25.1,3.921,0.871,25.1,3.921,0.871,25.1
2025-11-22T22:15:52.954184,0x100,7.838,0.87,25.1,3.919,0.87,25.1,3.919,0.87,25.1,3.919,0.87,25.1,3.919,0.87,25.1
2025-11-22T22:15:52.954184,0x100,7.835,0.868,25.1,3.917,0.868,25.1,3.917,0.868,25.1,3.917,0.868,25.1,3.917,0.868,25.1
2025-11-22T22:15:52.954184,0x100,7.832,0.867,25.11,3.916,0.867,25.11,3.916,0.867,25.11,3.916,0.867,25.11,3.916,0.867,25.11
2025-11-22T22:15:52.956192,0x100,7.828,0.866,25.11,3.914,0.866,25.11,3.914,0.866,25.11,3.914,0.866,25.11,3.914,0.866,25.11
2025-11-22T22:15:52.956192,0x100,7.825,0.864,25.11,3.912,0.864,25.11,3.912,0.864,25.11,3.912,0.864,25.11,3.912,0.864,25.11
2025-11-22T22:15:52.956192,0x100,7.822,0.863,25.11,3.911,0.863,25.11,3.911,0.863,25.11,3.911,0.863,25.11,3.911,0.863,25.11
2025-11-22T22:15:52.956192,0x100,7.818,0.861,25.11,3.909,0.861,25.11,3.909,0.861,25.11,3.909,0.861,25.11,3.909,0.861,25.11
2025-11-22T22:15:52.956192,0x100,7.815,0.86,25.12,3.907,0.86,25.12,3.907,0.86,25.12,3.907,0.86,25.12,3.907,0.86,25.12
